source_full	source_current	source_context	source_tagged	gold_target_full	gold_target_current	gold_target_context	gold_target_tagged	generated_target_full	generated_target_current	generated_target_context
It's spacious, safe, gives good mileage.. ...and it's a practical car. Yeah, practical. Beautiful. That's the favorite word of the girls.<brk> Whenever you say it, they start controlling you.	Whenever you say it, they start controlling you.	It's spacious, safe, gives good mileage.. ...and it's a practical car. Yeah, practical. Beautiful. That's the favorite word of the girls.	Whenever you say it, <p>they</p> start controlling you.	Elles entendent ce mot et elles se mettent à te contrôler.	Elles entendent ce mot et elles se mettent à te contrôler.	"Elle est spacieuse, sécurisée, faible consommation.. ..elle est pratique! ""Pratique""... C'est sexy. C'est le mot préféré des  filles ."	<p>Elles</p> entendent ce mot et elles se mettent à te contrôler.	Quand vous le dites, elles vous contrôlent.	Quand vous le dites, elles vous contrôlent.	
Until she found her new boyfriend Marcello. Can you believe it? My mother has a boyfriend. And he's insisting that I leave today to spend a long weekend with them at his villa in Tuscany. He sent his jet.<brk> And it seats six, so they extended the invitation to all of hankmed.	And it seats six, so they extended the invitation to all of hankmed.	Until she found her new boyfriend Marcello. Can you believe it? My mother has a boyfriend. And he's insisting that I leave today to spend a long weekend with them at his villa in Tuscany. He sent his jet.	And <p>it</p> seats six, so they extended the invitation to all of hankmed.	et il a six places donc ils ont étendu leur invitation à tout Hankmed.	et il a six places donc ils ont étendu leur invitation à tout Hankmed.	Jusqu'à se qu'elle trouve son nouveau petit ami Marcello. Tu peux le croire ? Ma mère a un petit copain. Et elle insiste pour que je parte aujourd'hui pour passer un long week end avec eux dans sa villa en Toscane. Il a envoyé son  jet .	et <p>il</p> a six places donc ils ont étendu leur invitation à tout Hankmed.	Et il est assis six, donc ils ont lancé l'invitation à tous les hankmed.	Et il est assis six, donc ils ont lancé l'invitation à tous les hankmed.	
He was electrocuted. Oui, bien sur. Regarde. The table is clamped to the floor, so the current passes through it. It is, en effet, the killing machine most elaborate.<brk> From where was it obtained, may I ask?	From where was it obtained, may I ask?	He was electrocuted. Oui, bien sur. Regarde. The table is clamped to the floor, so the current passes through it. It is, en effet, the killing machine most elaborate.	From where was <p>it</p> obtained, may I ask?	Puis-je savoir d'où elle provient ?	Puis-je savoir d'où elle provient ?	Il a été électrocuté. Oui, bien sur. Regarde. La table est fixée au sol, le courant passe donc à travers elle. C'est, en effet, une  machine  tueuse des plus élaborée.	Puis-je savoir d'où <p>elle</p> provient ?	D'où elle vient, puis-je demander?	D'où elle vient, puis-je demander?	
It's Coach Mclntire. Ladies and gentlemen, welcome to the 2012 - Women's Gymnastics Trials. Please welcome our special guests, and fellow Olympians, the United States 2012 Men's Gymnastics Team, the US Women's Volleyball Team, the US BMX Cycling Team, the US Men's Wrestling Team, the US Men's and Women's Rifle Shooting Team, the US Men's Water Polo Team, the US Women's Swimming Team, and the reason we're here today, the candidates for the United States 2012 Women's Gymnastics Team. - - And would you look at that.<brk> Ladies and gentlemen, it appears they have Otis.	Ladies and gentlemen, it appears they have Otis.	It's Coach Mclntire. Ladies and gentlemen, welcome to the 2012 - Women's Gymnastics Trials. Please welcome our special guests, and fellow Olympians, the United States 2012 Men's Gymnastics Team, the US Women's Volleyball Team, the US BMX Cycling Team, the US Men's Wrestling Team, the US Men's and Women's Rifle Shooting Team, the US Men's Water Polo Team, the US Women's Swimming Team, and the reason we're here today, the candidates for the United States 2012 Women's Gymnastics Team. - - And would you look at that.	Ladies and gentlemen, it appears <p>they</p> have Otis.	Mesdames et Messieurs, il semblerait qu'elles aient amené Otis.	Mesdames et Messieurs, il semblerait qu'elles aient amené Otis.	C'est le Coach McIntyre. Mesdames et Messieurs, bienvenue aux sélections 2012 de l'équipe nationale de gymnastique féminine. S'il-vous-plait, accueillez nos invités spéciaux, membre des équipe olympiques, l'équipe de gymnastique masculine des USA, l'équipe féminine de Volley-Ball des USA. l'équipe de vélo BMX des USA, l'équipe masculine de boxe des USA, l'équipe homme et femme de tire au fusil des USA, l'équipe masculine de Water Polo des USA, l'équipe féminine de natation des USA, et la raison pour laquelle nous sommes tous là, les  prétendantes  de l'équipe féminine de gymnastique des USA. Et regardez ça.	Mesdames et Messieurs, il semblerait qu'<p>elles</p> aient amené Otis.	Mesdames et messieurs, il semble qu'ils ont Otis.	Mesdames et messieurs, il semble qu'ils ont Otis.	
Mom. Hey, Morn! Sit down. I'm gonna close the window. And she wasn't here. And then I heard a sound from my room, and I-- I came in and the window was open. And....<brk> And it wasn't open before.	And it wasn't open before.	Mom. Hey, Morn! Sit down. I'm gonna close the window. And she wasn't here. And then I heard a sound from my room, and I-- I came in and the window was open. And....	And <p>it</p> wasn't open before.	Elle n'était pas ouverte avant.	Elle n'était pas ouverte avant.	Assieds-toi, calme-toi. Je vais fermer la fenêtre. Et elle n'était pas là. Puis j'ai entendu un bruit qui venait de ma chambre et... Je suis entrée et j'ai vu que la  fenêtre  était ouverte...	<p>Elle</p> n'était pas ouverte avant.	Et il n'était pas encore ouvert.	Et il n'était pas encore ouvert.	
We've been out for a drink. That's it. Tom, you know your ship? - Yeah. - Could it beat a whale?<brk> Is it big enough?	Is it big enough?	We've been out for a drink. That's it. Tom, you know your ship? - Yeah. - Could it beat a whale?	Is <p>it</p> big enough?	Est-ce qu'il est assez gros ?	Est-ce qu'il est assez gros ?	On a déjà bu un verre ensemble. C'est tout Tom, tu vois ton  bateau  ? - Oui -Est-ce qu'il peut battre une baleine ?	Est-ce qu'<p>il</p> est assez gros ?	Elle est assez grosse?	Elle est assez grosse?	
I'm so sorry. Well, what are you up to right now? Stop it. Okay. Don't beat yourself up. It's a numbers game. And you've only called, like, what, 25 girls?<brk> They're just afraid if they come over here right now, they're gonna get attached.	They're just afraid if they come over here right now, they're gonna get attached.	I'm so sorry. Well, what are you up to right now? Stop it. Okay. Don't beat yourself up. It's a numbers game. And you've only called, like, what, 25 girls?	<p>They</p>'re just afraid if they come over here right now, they're gonna get attached.	Elles ont juste peur que si elles viennent, elles vont s'attacher.	Elles ont juste peur que si elles viennent, elles vont s'attacher.	Tu fais quoi là ? Arrête. Ne t'en fait pas. C'est le hasard. Et t'as appelé seulement genre, 25  filles  ?	<p>Elles</p> ont juste peur que si elles viennent, elles vont s'attacher.	Elles ont peur si elles viennent tout de suite, qu'elles s'attachent.	Elles ont peur si elles viennent tout de suite, qu'elles s'attachent.	
Can we be done with this now? Where'd you dump the carpeting that you pulled up that night? I thought you said you had it. No, I said we're gonna test it. Well, how can you test it if you don't have it?<brk> There's only three dumps it could have wound up in.	There's only three dumps it could have wound up in.	Can we be done with this now? Where'd you dump the carpeting that you pulled up that night? I thought you said you had it. No, I said we're gonna test it. Well, how can you test it if you don't have it?	There's only three dumps <p>it</p> could have wound up in.	Il y a seulement trois décharges dans lesquelles elle pourrait avoir fini.	Il y a seulement trois décharges dans lesquelles elle pourrait avoir fini.	Est-ce qu'on en a terminé ? Où avez-vous jeter la  moquette  que vous avez arraché cette nuit-là? Je pensais que vous aviez dit l'avoir ? Non, j'ai dit qu'on allait les comparer. Comment vous pouvez les comparer si vous ne l'avez pas ?	Il y a seulement trois décharges dans lesquelles <p>elle</p> pourrait avoir fini.	Il n'y a que trois décharges dans lesquelles elle pourrait se retrouver.	Il n'y a que trois décharges dans lesquelles elle pourrait se retrouver.	
Janet's writing a total puff piece. And we run those sometimes. Why? Does Boyd's company buy a lot of ads or something? Look, Sara, we can't use these pictures, okay?<brk> But they are fantastic, so I'm gonna call my friend at the New York Times and see if they want to order up reporting.	But they are fantastic, so I'm gonna call my friend at the New York Times and see if they want to order up reporting.	Janet's writing a total puff piece. And we run those sometimes. Why? Does Boyd's company buy a lot of ads or something? Look, Sara, we can't use these pictures, okay?	But <p>they</p> are fantastic, so I'm gonna call my friend at the New York Times and see if they want to order up reporting.	Mais elles sont magnifiques, donc je vais appeler mon ami du New York Times et voir s'ils veulent ordonner un rapport.	Mais elles sont magnifiques, donc je vais appeler mon ami du New York Times et voir s'ils veulent ordonner un rapport.	Janet est entrain d'écrire un sujet totalement erroné. Et que nous devons exécuter parfois. Pourquoi ? Est-ce que la compagnie de Boy achète beaucoup d'annonces ? Écoute, Sara, nous ne pouvons pas utiliser ces  photos , ok ?	Mais <p>elles</p> sont magnifiques, donc je vais appeler mon ami du New York Times et voir s'ils veulent ordonner un rapport.	Mais elles sont fantastiques, donc j'appellerai mon ami du New York Times pour voir si elles veulent faire des reportages.	Mais elles sont fantastiques, donc j'appellerai mon ami du New York Times pour voir si elles veulent faire des reportages.	
If they ask you, we walked home together and stayed out for a while. We went home together. Good afternoon, madam. I hope this is the right address. We brought you flowers because you called the police... and thereby saved the life of one of our best friends.<brk> I'd almost say yes, they're so lovely.	I'd almost say yes, they're so lovely.	If they ask you, we walked home together and stayed out for a while. We went home together. Good afternoon, madam. I hope this is the right address. We brought you flowers because you called the police... and thereby saved the life of one of our best friends.	I'd almost say yes, <p>they</p>'re so lovely.	J'aimerai dire oui, elles sont si jolies.	J'aimerai dire oui, elles sont si jolies.	S'ils te demandent, on est rentré ensemble à pieds et on est resté dehors un moment. On est rentré ensemble. Bonjour, Madame. J'espère que c'est la bonne adresse. On vous apporte des  fleurs  parce que vous avez appelé la police... et par là, sauvé la vie d'un de nos amis.	J'aimerai dire oui, <p>elles</p> sont si jolies.	Je dirais presque oui, elles sont si belles.	Je dirais presque oui, elles sont si belles.	
